test,period,psd
1,42.0,18.053984971437814
1,33.6,190.33633380094005
1,28.0,219.0743880181655
1,24.0,1512.451274032165
1,21.0,30.38620595219478
1,18.666666666666668,37.18887807030586
1,16.8,543.7025192015814
1,15.272727272727275,53.05679384067789
1,14.0,409.5937502083796
1,12.923076923076923,4630.224385101266
1,12.0,2829.698225148818
1,11.200000000000001,342.5423863145312
1,10.5,79.28431339434785
1,9.882352941176471,356.7396527223957
1,9.333333333333334,7.336345342028042
1,8.842105263157896,103.41187068424215
1,8.4,10805.964013534744
1,8.0,57.213870850854605
1,7.636363636363638,1.795690477496324
1,7.304347826086957,86.2929908134091
1,7.0,143.06507608641414
1,6.72,82.05360748907856
1,6.461538461538462,178.463423926811
1,6.222222222222223,570.967699336959
1,6.0,5.271995990172709
1,5.793103448275862,72.53770851414679
1,5.6000000000000005,73.95597138644678
1,5.419354838709678,112.40222281610845
1,5.25,169.99739653062318
1,5.090909090909091,902.431085030763
1,4.9411764705882355,2822.6048053523796
1,4.800000000000001,350.2920456294907
1,4.666666666666667,846.0509617114905
1,4.54054054054054,56.157807689029106
1,4.421052631578948,222.7245232118656
1,4.307692307692308,195.8813410179837
1,4.2,55.42003848576858
1,4.097560975609756,168.00259622567003
1,4.0,60.616063691502
1,3.906976744186047,159.0476940753578
1,3.818181818181819,43.82998362397222
1,3.7333333333333334,228.15022604344534
1,3.6521739130434785,600.9223894001409
1,3.574468085106383,2259.5405196537163
1,3.5,132.02378293524916
1,3.428571428571429,34.20987738985338
1,3.36,1.9055873321592656
1,3.294117647058824,87.93888665030518
1,3.230769230769231,304.874114128898
1,3.169811320754717,17.045599965927252
1,3.1111111111111116,305.0673775761847
1,3.0545454545454547,38.711465127376
1,3.0,75.25000000000001
1,2.947368421052632,159.9582248285572
1,2.896551724137931,87.79280862771175
1,2.8474576271186445,95.0468808373236
1,2.8000000000000003,521.2301804218292
1,2.7540983606557377,344.12794338193874
1,2.709677419354839,35.196564603760415
1,2.6666666666666665,16.282265067805483
1,2.625,380.31107339818436
1,2.5846153846153848,16.229996145827137
1,2.5454545454545454,163.18405111104346
1,2.5074626865671643,67.94583221523257
1,2.4705882352941178,509.0692897759291
1,2.4347826086956523,219.18776092305316
1,2.4000000000000004,19.76154706107041
1,2.3661971830985915,8.537581943924625
1,2.3333333333333335,58.21365270090348
1,2.301369863013699,117.29698521228042
1,2.27027027027027,525.0142174183076
1,2.24,19.011060219826557
1,2.210526315789474,223.85141163754886
1,2.181818181818182,3.594308829787134
1,2.153846153846154,14.641760605210441
1,2.126582278481013,184.41443189034652
1,2.1,5.03895743481054
1,2.0740740740740744,23.369096057022308
1,2.048780487804878,167.63966291418015
1,2.024096385542169,18.48750940413279
1,2.0,82.34523809523807
1,1.9764705882352942,214.16722903052772
1,1.9534883720930234,40.23784388460287
1,1.931034482758621,143.75690154500123
1,1.9090909090909094,259.404332136701
1,1.8876404494382022,80.94504360674841
1,1.8666666666666667,32.86976660394501
1,1.8461538461538463,93.14594016762514
1,1.8260869565217392,53.737401747106524
1,1.806451612903226,5.770419222095419
1,1.7872340425531914,185.50575678792828
1,1.768421052631579,443.0083937334793
1,1.75,64.5112254942943
1,1.731958762886598,178.24278877687732
1,1.7142857142857144,80.81274634722716
1,1.696969696969697,55.555251222712435
1,1.68,98.7435114153581
1,1.6633663366336635,307.59332515909387
1,1.647058823529412,24.64182910699519
1,1.6310679611650487,42.16204505609401
1,1.6153846153846154,36.5347908485687
1,1.6,123.33715185693622
1,1.5849056603773586,227.76237563381804
1,1.5700934579439254,11.099644138603134
1,1.5555555555555558,101.88176874142464
1,1.541284403669725,599.2378709232671
1,1.5272727272727273,2.10707773743441
1,1.5135135135135136,44.17699803704811
1,1.5,60.0833333333333
1,1.4867256637168142,35.941074831722894
1,1.473684210526316,433.0723445217644
1,1.4608695652173913,292.1521126859773
1,1.4482758620689655,148.05869022232721
1,1.435897435897436,287.1545244080776
1,1.4237288135593222,82.65951817703633
1,1.411764705882353,46.03839273458355
1,1.4000000000000001,13.405795022206117
1,1.3884297520661157,97.11934790408334
1,1.3770491803278688,130.5979468223758
1,1.3658536585365855,149.8850090677044
1,1.3548387096774195,294.1154907176437
1,1.344,163.8230029990579
