OriginalTime	Time	ProcessingTime	TimeStamp	MessageType	Address	Destination	Source	SendCounter	ReceiveCounter	Data...
2026-05-08 03:01:24.468	2026-05-08 03:01:24.468	2026-05-08 03:01:24.468	45370010	AntennaEvent	1	255	1	155	33	2	NewTag	263000247238
2026-05-08 03:01:26.745	2026-05-08 03:01:26.745	2026-05-08 03:01:26.745	45372282	FullCornerState	1	255	1	156	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	28226	50540	15890	53994	1	0	0	0
2026-05-08 03:01:28.274	2026-05-08 03:01:28.274	2026-05-08 03:01:28.274	45373811	AntennaEvent	1	255	1	157	33	2	NoAnimal	
2026-05-08 03:01:28.524	2026-05-08 03:01:28.524	2026-05-08 03:01:28.524	45374061	AntennaEvent	1	255	1	158	33	2	NewTag	263000247238
2026-05-08 03:01:29.304	2026-05-08 03:01:29.304	2026-05-08 03:01:29.304	45374832	FullCornerState	1	255	1	159	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	33846	48566	24599	34048	1	0	0	0
2026-05-08 03:01:29.974	2026-05-08 03:01:29.974	2026-05-08 03:01:29.974	45375514	AntennaEvent	1	255	1	160	33	3	NewTag	263000247231
2026-05-08 03:01:30.676	2026-05-08 03:01:30.676	2026-05-08 03:01:30.676	45376224	AntennaEvent	1	255	1	161	33	2	NoAnimal	
2026-05-08 03:01:30.973	2026-05-08 03:01:30.973	2026-05-08 03:01:30.973	45376522	AntennaEvent	1	255	1	162	33	3	NoAnimal	
2026-05-08 03:01:31.644	2026-05-08 03:01:31.644	2026-05-08 03:01:31.644	45377180	AntennaEvent	1	255	1	163	33	2	NewTag	263000247238
2026-05-08 03:01:31.846	2026-05-08 03:01:31.846	2026-05-08 03:01:31.846	45377382	FullCornerState	1	255	1	164	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247298	1	1	16660	31354	36585	47928	1	0	0	0
2026-05-08 03:01:32.221	2026-05-08 03:01:32.221	2026-05-08 03:01:32.221	45377772	AntennaEvent	1	255	1	165	33	3	NewTag	263000247231
2026-05-08 03:01:33.094	2026-05-08 03:01:33.094	2026-05-08 03:01:33.094	45378636	AntennaEvent	1	255	1	166	33	2	NoAnimal	
2026-05-08 03:01:33.204	2026-05-08 03:01:33.204	2026-05-08 03:01:33.204	45378755	AntennaEvent	1	255	1	167	33	2	NewTag	263000247238
2026-05-08 03:01:33.235	2026-05-08 03:01:33.235	2026-05-08 03:01:33.235	45378778	AntennaEvent	1	255	1	168	33	3	NoAnimal	
2026-05-08 03:01:33.360	2026-05-08 03:01:33.360	2026-05-08 03:01:33.360	45378914	State	1	255	1	169	0	0	1	0	25.6	254	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
2026-05-08 03:01:34.389	2026-05-08 03:01:34.389	2026-05-08 03:01:34.389	45379932	FullCornerState	1	255	1	170	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247238	1	1	55474	12858	5859	30974	1	0	0	0
2026-05-08 03:01:34.467	2026-05-08 03:01:34.467	2026-05-08 03:01:34.467	45380025	AntennaEvent	1	255	1	171	33	2	NoAnimal	
2026-05-08 03:01:35.263	2026-05-08 03:01:35.263	2026-05-08 03:01:35.263	45380813	AntennaEvent	1	255	1	172	33	2	NewTag	263000247238
2026-05-08 03:01:36.948	2026-05-08 03:01:36.948	2026-05-08 03:01:36.948	45382482	FullCornerState	1	255	1	173	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	28226	50540	15890	53994	1	0	0	0
2026-05-08 03:01:38.398	2026-05-08 03:01:38.398	2026-05-08 03:01:38.398	45383947	AntennaEvent	1	255	1	174	33	2	NoAnimal	
2026-05-08 03:01:38.898	2026-05-08 03:01:38.898	2026-05-08 03:01:38.898	45384446	AntennaEvent	1	255	1	175	33	2	NewTag	263000247238
2026-05-08 03:01:39.490	2026-05-08 03:01:39.490	2026-05-08 03:01:39.490	45385032	FullCornerState	1	255	1	176	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	33846	48566	24599	34048	1	0	0	0
2026-05-08 03:01:40.645	2026-05-08 03:01:40.645	2026-05-08 03:01:40.645	45386197	AntennaEvent	1	255	1	177	33	2	NoAnimal	
2026-05-08 03:01:42.049	2026-05-08 03:01:42.049	2026-05-08 03:01:42.049	45387582	FullCornerState	1	255	1	178	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247298	1	1	16660	31354	36585	47928	1	0	0	0
2026-05-08 03:01:42.142	2026-05-08 03:01:42.142	2026-05-08 03:01:42.142	45387693	AntennaEvent	1	255	1	179	33	2	NewTag	263000247238
2026-05-08 03:01:44.592	2026-05-08 03:01:44.592	2026-05-08 03:01:44.592	45390132	FullCornerState	1	255	1	180	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247238	1	1	55474	12858	5859	30974	1	0	0	0
2026-05-08 03:01:46.152	2026-05-08 03:01:46.152	2026-05-08 03:01:46.152	45391691	AntennaEvent	1	255	1	181	33	2	NoAnimal	
2026-05-08 03:01:46.276	2026-05-08 03:01:46.276	2026-05-08 03:01:46.276	45391830	AntennaEvent	1	255	1	182	33	3	NewTag	263000247231
2026-05-08 03:01:47.150	2026-05-08 03:01:47.150	2026-05-08 03:01:47.150	45392682	FullCornerState	1	255	1	183	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247231	1	1	28226	50540	15890	53994	1	0	0	0
2026-05-08 03:01:47.290	2026-05-08 03:01:47.290	2026-05-08 03:01:47.290	45392836	AntennaEvent	1	255	1	184	33	3	NoAnimal	
2026-05-08 03:01:49.693	2026-05-08 03:01:49.693	2026-05-08 03:01:49.693	45395231	FullCornerState	1	255	1	185	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	33846	48566	24599	34048	1	0	0	0
2026-05-08 03:01:50.348	2026-05-08 03:01:50.348	2026-05-08 03:01:50.348	45395893	AntennaEvent	1	255	1	186	33	3	NewTag	263000247231
2026-05-08 03:01:51.362	2026-05-08 03:01:51.362	2026-05-08 03:01:51.362	45396902	AntennaEvent	1	255	1	187	33	3	NoAnimal	
2026-05-08 03:01:52.236	2026-05-08 03:01:52.236	2026-05-08 03:01:52.236	45397781	FullCornerState	1	255	1	188	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247298	1	1	16660	31354	36585	47928	1	0	0	0
2026-05-08 03:01:52.485	2026-05-08 03:01:52.485	2026-05-08 03:01:52.485	45398034	AntennaEvent	1	255	1	189	33	2	NewTag	263000247238
2026-05-08 03:01:54.794	2026-05-08 03:01:54.790	2026-05-08 03:01:54.794	45400327	AntennaEvent	1	255	1	190	33	2	NoAnimal	
2026-05-08 03:01:54.794	2026-05-08 03:01:54.794	2026-05-08 03:01:54.794	45400331	FullCornerState	1	255	1	191	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	55474	12858	5859	30974	1	0	0	0
2026-05-08 03:01:57.352	2026-05-08 03:01:57.352	2026-05-08 03:01:57.352	45402882	FullCornerState	1	255	1	192	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	28226	50540	15890	53994	1	0	0	0
2026-05-08 03:01:59.490	2026-05-08 03:01:59.490	2026-05-08 03:01:59.490	45405041	AntennaEvent	1	255	1	193	33	1	NoAnimal	
2026-05-08 03:01:59.880	2026-05-08 03:01:59.880	2026-05-08 03:01:59.880	45405432	FullCornerState	1	255	1	194	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	33846	48566	24599	34048	1	0	0	0
2026-05-08 03:02:00.504	2026-05-08 03:02:00.504	2026-05-08 03:02:00.504	45406048	AntennaEvent	1	255	1	195	33	1	NewTag	263000247298
2026-05-08 03:02:02.438	2026-05-08 03:02:02.438	2026-05-08 03:02:02.438	45407982	FullCornerState	1	255	1	196	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247298	1	1	16660	31354	36585	47928	1	0	0	0
2026-05-08 03:02:03.078	2026-05-08 03:02:03.078	2026-05-08 03:02:03.078	45408630	AntennaEvent	1	255	1	197	33	3	NewTag	263000247231
2026-05-08 03:02:04.092	2026-05-08 03:02:04.092	2026-05-08 03:02:04.092	45409640	AntennaEvent	1	255	1	198	33	3	NoAnimal	
2026-05-08 03:02:04.981	2026-05-08 03:02:04.981	2026-05-08 03:02:04.981	45410531	FullCornerState	1	255	1	199	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	55474	12858	5859	30974	1	0	0	0
2026-05-08 03:02:07.539	2026-05-08 03:02:07.539	2026-05-08 03:02:07.539	45413082	FullCornerState	1	255	1	200	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	28226	50540	15890	53994	1	0	0	0
2026-05-08 03:02:10.082	2026-05-08 03:02:10.082	2026-05-08 03:02:10.082	45415632	FullCornerState	1	255	1	201	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	33846	48566	24599	34048	1	0	0	0
2026-05-08 03:02:12.640	2026-05-08 03:02:12.640	2026-05-08 03:02:12.640	45418874	FullCornerState	1	255	1	202	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247298	1	1	16660	31354	36585	47928	1	0	0	0
2026-05-08 03:02:15.183	2026-05-08 03:02:15.183	2026-05-08 03:02:15.183	45421425	FullCornerState	1	255	1	203	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	55474	12858	5859	30974	1	0	0	0
2026-05-08 03:02:17.742	2026-05-08 03:02:17.742	2026-05-08 03:02:17.742	45423975	FullCornerState	1	255	1	204	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	28226	50540	15890	53994	1	0	0	0
2026-05-08 03:02:20.284	2026-05-08 03:02:20.284	2026-05-08 03:02:20.284	45426524	FullCornerState	1	255	1	205	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	33846	48566	24599	34048	1	0	0	0
2026-05-08 03:02:22.827	2026-05-08 03:02:22.827	2026-05-08 03:02:22.827	45429075	FullCornerState	1	255	1	206	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247298	1	1	16660	31354	36585	47928	1	0	0	0
2026-05-08 03:02:25.386	2026-05-08 03:02:25.386	2026-05-08 03:02:25.386	45431625	FullCornerState	1	255	1	207	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	55474	12858	5859	30974	1	0	0	0
2026-05-08 03:02:27.928	2026-05-08 03:02:27.928	2026-05-08 03:02:27.928	45434174	FullCornerState	1	255	1	208	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	28226	50540	15890	53994	1	0	0	0
2026-05-08 03:02:30.487	2026-05-08 03:02:30.487	2026-05-08 03:02:30.487	45436725	FullCornerState	1	255	1	209	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	33846	48566	24599	34048	1	0	0	0
2026-05-08 03:02:33.030	2026-05-08 03:02:33.030	2026-05-08 03:02:33.030	45439274	FullCornerState	1	255	1	210	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247298	1	1	16660	31354	36585	47928	1	0	0	0
2026-05-08 03:02:33.389	2026-05-08 03:02:33.389	2026-05-08 03:02:33.389	45439632	State	1	255	1	211	0	0	1	0	25.6	254	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
2026-05-08 03:02:35.588	2026-05-08 03:02:35.588	2026-05-08 03:02:35.588	45441824	FullCornerState	1	255	1	212	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	55474	12858	5859	30974	1	0	0	0
2026-05-08 03:02:36.758	2026-05-08 03:02:36.758	2026-05-08 03:02:36.758	45443016	NosepokeEvent	1	255	1	213	33	5	1
2026-05-08 03:02:37.491	2026-05-08 03:02:37.491	2026-05-08 03:02:37.491	45443741	NosepokeEvent	1	255	1	214	33	5	0
2026-05-08 03:02:38.131	2026-05-08 03:02:38.131	2026-05-08 03:02:38.131	45444374	FullCornerState	1	255	1	215	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	28226	50540	15890	53994	1	0	0	0
2026-05-08 03:02:38.989	2026-05-08 03:02:38.989	2026-05-08 03:02:38.989	45445248	NosepokeEvent	1	255	1	216	33	6	1
2026-05-08 03:02:39.909	2026-05-08 03:02:39.909	2026-05-08 03:02:39.909	45446159	NosepokeEvent	1	255	1	217	33	6	0
2026-05-08 03:02:40.689	2026-05-08 03:02:40.689	2026-05-08 03:02:40.689	45446925	FullCornerState	1	255	1	218	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	33846	48566	24599	34048	1	0	0	0
2026-05-08 03:02:43.217	2026-05-08 03:02:43.217	2026-05-08 03:02:43.217	45449475	FullCornerState	1	255	1	219	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247298	1	1	16660	31354	36585	47928	1	0	0	0
2026-05-08 03:02:45.775	2026-05-08 03:02:45.775	2026-05-08 03:02:45.775	45452025	FullCornerState	1	255	1	220	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	55474	12858	5859	30974	1	0	0	0
2026-05-08 03:02:48.318	2026-05-08 03:02:48.318	2026-05-08 03:02:48.318	45454575	FullCornerState	1	255	1	221	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	28226	50540	15890	53994	1	0	0	0
2026-05-08 03:02:49.971	2026-05-08 03:02:49.971	2026-05-08 03:02:49.971	45456220	NosepokeEvent	1	255	1	222	33	6	1
2026-05-08 03:02:50.003	2026-05-08 03:02:50.003	2026-05-08 03:02:50.003	45456263	NosepokeEvent	1	255	1	223	33	6	0
2026-05-08 03:02:50.502	2026-05-08 03:02:50.502	2026-05-08 03:02:50.502	45456742	AntennaEvent	1	255	1	224	33	3	NewTag	263000247231
2026-05-08 03:02:50.876	2026-05-08 03:02:50.876	2026-05-08 03:02:50.876	45457124	FullCornerState	1	255	1	225	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	33846	48566	24599	34048	1	0	0	0
2026-05-08 03:02:51.297	2026-05-08 03:02:51.297	2026-05-08 03:02:51.297	45457558	NosepokeEvent	1	255	1	226	33	6	1
2026-05-08 03:02:51.797	2026-05-08 03:02:51.797	2026-05-08 03:02:51.797	45458049	LiquoValStart	1	255	1	227	33	6	1	15891	53994
2026-05-08 03:02:52.015	2026-05-08 03:02:52.015	2026-05-08 03:02:52.015	45458270	LiquoValEnd	1	255	1	228	33	6	0	15891	54008
2026-05-08 03:02:53.232	2026-05-08 03:02:53.232	2026-05-08 03:02:53.232	45459486	LiquoValStart	1	255	1	229	33	6	1	15892	54008
2026-05-08 03:02:53.419	2026-05-08 03:02:53.419	2026-05-08 03:02:53.419	45459675	FullCornerState	1	255	1	230	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247298	1	1	16660	31354	36585	47928	1	0	0	0
2026-05-08 03:02:53.450	2026-05-08 03:02:53.450	2026-05-08 03:02:53.450	45459704	LiquoValEnd	1	255	1	231	33	6	0	15892	54022
2026-05-08 03:02:53.856	2026-05-08 03:02:53.856	2026-05-08 03:02:53.856	45460112	AntennaEvent	1	255	1	232	33	3	NoAnimal	
2026-05-08 03:02:54.043	2026-05-08 03:02:54.043	2026-05-08 03:02:54.043	45460297	LiquoValStart	1	255	1	233	33	6	1	15893	54022
2026-05-08 03:02:54.885	2026-05-08 03:02:54.885	2026-05-08 03:02:54.885	45461144	LiquoValEnd	1	255	1	234	33	6	0	15897	54428
2026-05-08 03:02:54.979	2026-05-08 03:02:54.979	2026-05-08 03:02:54.979	45461222	LiquoValStart	1	255	1	235	33	6	1	15898	54428
2026-05-08 03:02:55.665	2026-05-08 03:02:55.665	2026-05-08 03:02:55.665	45461929	LiquoValEnd	1	255	1	236	33	6	0	15901	54764
2026-05-08 03:02:55.977	2026-05-08 03:02:55.977	2026-05-08 03:02:55.977	45462224	FullCornerState	1	255	1	237	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	55474	12858	5859	30974	1	0	0	0
2026-05-08 03:02:56.133	2026-05-08 03:02:56.133	2026-05-08 03:02:56.133	45462383	AntennaEvent	1	255	1	238	33	3	NewTag	263000247231
2026-05-08 03:02:57.366	2026-05-08 03:02:57.366	2026-05-08 03:02:57.366	45463621	NosepokeEvent	1	255	1	239	33	6	0
2026-05-08 03:02:57.662	2026-05-08 03:02:57.662	2026-05-08 03:02:57.662	45463916	AntennaEvent	1	255	1	240	33	3	NewTag	263000247234
2026-05-08 03:02:58.349	2026-05-08 03:02:58.349	2026-05-08 03:02:58.349	45464605	NosepokeEvent	1	255	1	241	33	5	1
2026-05-08 03:02:58.427	2026-05-08 03:02:58.427	2026-05-08 03:02:58.427	45464690	NosepokeEvent	1	255	1	242	33	5	0
2026-05-08 03:02:58.520	2026-05-08 03:02:58.520	2026-05-08 03:02:58.520	45464775	FullCornerState	1	255	1	243	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247234	1	1	28226	50540	15901	54764	1	0	0	0
2026-05-08 03:02:58.895	2026-05-08 03:02:58.895	2026-05-08 03:02:58.895	45465154	AntennaEvent	1	255	1	244	33	3	NoAnimal	
2026-05-08 03:03:00.501	2026-05-08 03:03:00.501	2026-05-08 03:03:00.501	45466752	AntennaEvent	1	255	1	245	33	3	NewTag	263000247234
2026-05-08 03:03:01.079	2026-05-08 03:03:01.079	2026-05-08 03:03:01.079	45467325	FullCornerState	1	255	1	246	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	33846	48566	24599	34048	1	0	0	0
2026-05-08 03:03:02.342	2026-05-08 03:03:02.342	2026-05-08 03:03:02.342	45468600	AntennaEvent	1	255	1	247	33	3	NoAnimal	
2026-05-08 03:03:02.373	2026-05-08 03:03:02.373	2026-05-08 03:03:02.373	45468621	AntennaEvent	1	255	1	248	33	3	NewTag	263000247234
2026-05-08 03:03:03.621	2026-05-08 03:03:03.621	2026-05-08 03:03:03.621	45469875	FullCornerState	1	255	1	249	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247298	1	1	16660	31354	36585	47928	1	0	0	0
2026-05-08 03:03:03.699	2026-05-08 03:03:03.699	2026-05-08 03:03:03.699	45469952	AntennaEvent	1	255	1	250	33	3	NoAnimal	
2026-05-08 03:03:06.180	2026-05-08 03:03:06.180	2026-05-08 03:03:06.180	45472425	FullCornerState	1	255	1	251	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	55474	12858	5859	30974	1	0	0	0
2026-05-08 03:03:08.723	2026-05-08 03:03:08.723	2026-05-08 03:03:08.723	45474974	FullCornerState	1	255	1	252	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	28226	50540	15901	54764	1	0	0	0
2026-05-08 03:03:11.094	2026-05-08 03:03:11.094	2026-05-08 03:03:11.094	45477354	NosepokeEvent	1	255	1	253	33	6	1
2026-05-08 03:03:11.281	2026-05-08 03:03:11.281	2026-05-08 03:03:11.281	45477525	FullCornerState	1	255	1	254	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	33846	48566	24599	34048	1	0	0	0
2026-05-08 03:03:13.824	2026-05-08 03:03:13.824	2026-05-08 03:03:13.824	45480074	FullCornerState	1	255	1	255	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247298	1	1	16660	31354	36585	47928	1	0	0	0
2026-05-08 03:03:16.382	2026-05-08 03:03:16.382	2026-05-08 03:03:16.382	45483319	FullCornerState	1	255	1	128	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	55474	12858	5859	30974	1	0	0	0
2026-05-08 03:03:18.925	2026-05-08 03:03:18.925	2026-05-08 03:03:18.925	45485869	FullCornerState	1	255	1	129	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	28226	50540	15901	54764	1	0	1	0
2026-05-08 03:03:21.483	2026-05-08 03:03:21.483	2026-05-08 03:03:21.483	45488419	FullCornerState	1	255	1	130	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	33846	48566	24599	34048	1	0	0	0
2026-05-08 03:03:24.026	2026-05-08 03:03:24.026	2026-05-08 03:03:24.026	45490969	FullCornerState	1	255	1	131	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247298	1	1	16660	31354	36585	47928	1	0	0	0
2026-05-08 03:03:26.569	2026-05-08 03:03:26.569	2026-05-08 03:03:26.569	45493518	FullCornerState	1	255	1	132	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	55474	12858	5859	30974	1	0	0	0
2026-05-08 03:03:29.127	2026-05-08 03:03:29.127	2026-05-08 03:03:29.127	45496069	FullCornerState	1	255	1	133	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	28226	50540	15901	54764	1	0	1	0
2026-05-08 03:03:31.670	2026-05-08 03:03:31.670	2026-05-08 03:03:31.670	45498619	FullCornerState	1	255	1	134	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	33846	48566	24599	34048	1	0	0	0
2026-05-08 03:03:33.402	2026-05-08 03:03:33.402	2026-05-08 03:03:33.402	45500352	State	1	255	1	135	0	0	1	0	25.6	254	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
2026-05-08 03:03:34.229	2026-05-08 03:03:34.229	2026-05-08 03:03:34.229	45501169	FullCornerState	1	255	1	136	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247298	1	1	16660	31354	36585	47928	1	0	0	0
2026-05-08 03:03:34.509	2026-05-08 03:03:34.509	2026-05-08 03:03:34.509	45501462	AntennaEvent	1	255	1	137	33	3	NewTag	263000247234
2026-05-08 03:03:34.868	2026-05-08 03:03:34.868	2026-05-08 03:03:34.868	45501814	NosepokeEvent	1	255	1	138	33	6	0
2026-05-08 03:03:35.508	2026-05-08 03:03:35.508	2026-05-08 03:03:35.508	45502473	AntennaEvent	1	255	1	139	33	3	NoAnimal	
2026-05-08 03:03:36.756	2026-05-08 03:03:36.756	2026-05-08 03:03:36.756	45503719	FullCornerState	1	255	1	140	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	55474	12858	5859	30974	1	0	0	0
2026-05-08 03:03:37.286	2026-05-08 03:03:37.286	2026-05-08 03:03:37.286	45504248	NosepokeEvent	1	255	1	141	33	6	1
2026-05-08 03:03:37.333	2026-05-08 03:03:37.333	2026-05-08 03:03:37.333	45504283	AntennaEvent	1	255	1	142	33	3	NewTag	263000247234
2026-05-08 03:03:38.347	2026-05-08 03:03:38.347	2026-05-08 03:03:38.347	45505299	AntennaEvent	1	255	1	143	33	3	NoAnimal	
2026-05-08 03:03:39.111	2026-05-08 03:03:39.111	2026-05-08 03:03:39.111	45506057	AntennaEvent	1	255	1	144	33	3	NewTag	263000247234
2026-05-08 03:03:39.314	2026-05-08 03:03:39.314	2026-05-08 03:03:39.314	45506269	FullCornerState	1	255	1	145	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247234	1	1	28226	50540	15901	54764	1	0	1	0
2026-05-08 03:03:40.281	2026-05-08 03:03:40.281	2026-05-08 03:03:40.281	45507230	AntennaEvent	1	255	1	146	33	3	NoAnimal	
2026-05-08 03:03:40.874	2026-05-08 03:03:40.874	2026-05-08 03:03:40.874	45507831	AntennaEvent	1	255	1	147	33	3	NewTag	263000247234
2026-05-08 03:03:41.857	2026-05-08 03:03:41.857	2026-05-08 03:03:41.857	45508818	FullCornerState	1	255	1	148	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	33846	48566	24599	34048	1	0	0	0
2026-05-08 03:03:41.888	2026-05-08 03:03:41.888	2026-05-08 03:03:41.888	45508847	AntennaEvent	1	255	1	149	33	3	NoAnimal	
2026-05-08 03:03:43.183	2026-05-08 03:03:43.183	2026-05-08 03:03:43.183	45510129	AntennaEvent	1	255	1	150	33	3	NewTag	263000247234
2026-05-08 03:03:44.275	2026-05-08 03:03:44.275	2026-05-08 03:03:44.275	45511236	AntennaEvent	1	255	1	151	33	3	NoAnimal	
2026-05-08 03:03:44.415	2026-05-08 03:03:44.415	2026-05-08 03:03:44.415	45511369	FullCornerState	1	255	1	152	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247298	1	1	16660	31354	36585	47928	1	0	0	0
2026-05-08 03:03:46.958	2026-05-08 03:03:46.958	2026-05-08 03:03:46.958	45513919	FullCornerState	1	255	1	153	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	55474	12858	5859	30974	1	0	0	0
2026-05-08 03:03:49.517	2026-05-08 03:03:49.517	2026-05-08 03:03:49.517	45516469	FullCornerState	1	255	1	154	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	28226	50540	15901	54764	1	0	1	0
2026-05-08 03:03:52.059	2026-05-08 03:03:52.059	2026-05-08 03:03:52.059	45519019	FullCornerState	1	255	1	155	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	33846	48566	24599	34048	1	0	0	0
2026-05-08 03:03:54.618	2026-05-08 03:03:54.618	2026-05-08 03:03:54.618	45521569	FullCornerState	1	255	1	156	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247298	1	1	16660	31354	36585	47928	1	0	0	0
2026-05-08 03:03:57.161	2026-05-08 03:03:57.161	2026-05-08 03:03:57.161	45524119	FullCornerState	1	255	1	157	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	55474	12858	5859	30974	1	0	0	0
2026-05-08 03:03:58.128	2026-05-08 03:03:58.128	2026-05-08 03:03:58.128	45525095	AntennaEvent	1	255	1	158	33	3	NewTag	263000247241
2026-05-08 03:03:59.407	2026-05-08 03:03:59.407	2026-05-08 03:03:59.407	45526362	AntennaEvent	1	255	1	159	33	3	NoAnimal	
2026-05-08 03:03:59.719	2026-05-08 03:03:59.719	2026-05-08 03:03:59.719	45526669	FullCornerState	1	255	1	160	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	28226	50540	15901	54764	1	0	1	0
