OriginalTime	Time	ProcessingTime	TimeStamp	MessageType	Address	Destination	Source	SendCounter	ReceiveCounter	Data...
2026-05-07 20:29:21.186	2026-05-07 20:29:21.186	2026-05-07 20:29:21.186	21656912	AntennaEvent	1	255	1	147	33	1	NoAnimal	
2026-05-07 20:29:21.639	2026-05-07 20:29:21.639	2026-05-07 20:29:21.639	21657374	NosepokeEvent	1	255	1	148	33	3	1
2026-05-07 20:29:21.966	2026-05-07 20:29:21.966	2026-05-07 20:29:21.966	21657697	AntennaEvent	1	255	1	149	33	1	NewTag	263000247298
2026-05-07 20:29:22.543	2026-05-07 20:29:22.530	2026-05-07 20:29:22.543	21658269	FullCornerState	1	255	1	150	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	31814	13652	22454	23032	1	0	0	0
2026-05-07 20:29:22.543	2026-05-07 20:29:22.543	2026-05-07 20:29:22.543	21658282	NosepokeEvent	1	255	1	151	33	3	0
2026-05-07 20:29:22.980	2026-05-07 20:29:22.980	2026-05-07 20:29:22.980	21658707	AntennaEvent	1	255	1	152	33	1	NoAnimal	
2026-05-07 20:29:23.370	2026-05-07 20:29:23.370	2026-05-07 20:29:23.370	21659104	AntennaEvent	1	255	1	153	33	1	NewTag	263000247298
2026-05-07 20:29:24.384	2026-05-07 20:29:24.384	2026-05-07 20:29:24.384	21660117	AntennaEvent	1	255	1	154	33	1	NoAnimal	
2026-05-07 20:29:25.102	2026-05-07 20:29:25.102	2026-05-07 20:29:25.102	21660819	FullCornerState	1	255	1	155	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	15762	61932	35239	3520	1	0	0	0
2026-05-07 20:29:27.645	2026-05-07 20:29:27.645	2026-05-07 20:29:27.645	21663369	FullCornerState	1	255	1	156	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	52241	53058	5704	24590	1	0	0	0
2026-05-07 20:29:28.050	2026-05-07 20:29:28.050	2026-05-07 20:29:28.050	21663771	State	1	255	1	157	0	0	1	0	26.6	254	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
2026-05-07 20:29:30.203	2026-05-07 20:29:30.203	2026-05-07 20:29:30.203	21665918	FullCornerState	1	255	1	158	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	26448	22094	14734	10034	1	0	0	0
2026-05-07 20:29:32.746	2026-05-07 20:29:32.746	2026-05-07 20:29:32.746	21668469	FullCornerState	1	255	1	159	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	31814	13652	22454	23032	1	0	0	0
2026-05-07 20:29:33.261	2026-05-07 20:29:33.261	2026-05-07 20:29:33.261	21668981	NosepokeEvent	1	255	1	160	33	3	1
2026-05-07 20:29:33.463	2026-05-07 20:29:33.463	2026-05-07 20:29:33.463	21669194	NosepokeEvent	1	255	1	161	33	3	0
2026-05-07 20:29:35.304	2026-05-07 20:29:35.294	2026-05-07 20:29:35.304	21671019	FullCornerState	1	255	1	162	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	15762	61932	35239	3520	1	0	0	0
2026-05-07 20:29:35.304	2026-05-07 20:29:35.304	2026-05-07 20:29:35.304	21671029	NosepokeEvent	1	255	1	163	33	3	1
2026-05-07 20:29:36.271	2026-05-07 20:29:36.271	2026-05-07 20:29:36.271	21672004	NosepokeEvent	1	255	1	164	33	3	0
2026-05-07 20:29:36.817	2026-05-07 20:29:36.817	2026-05-07 20:29:36.817	21672557	NosepokeEvent	1	255	1	165	33	3	1
2026-05-07 20:29:36.958	2026-05-07 20:29:36.958	2026-05-07 20:29:36.958	21672699	NosepokeEvent	1	255	1	166	33	3	0
2026-05-07 20:29:37.332	2026-05-07 20:29:37.332	2026-05-07 20:29:37.332	21673054	NosepokeEvent	1	255	1	167	33	3	1
2026-05-07 20:29:37.613	2026-05-07 20:29:37.613	2026-05-07 20:29:37.613	21673352	NosepokeEvent	1	255	1	168	33	3	0
2026-05-07 20:29:37.722	2026-05-07 20:29:37.722	2026-05-07 20:29:37.722	21673452	NosepokeEvent	1	255	1	169	33	3	1
2026-05-07 20:29:37.847	2026-05-07 20:29:37.847	2026-05-07 20:29:37.847	21673569	FullCornerState	1	255	1	170	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	52241	53058	5704	24590	1	1	0	0
2026-05-07 20:29:37.987	2026-05-07 20:29:37.987	2026-05-07 20:29:37.987	21673721	NosepokeEvent	1	255	1	171	33	3	0
2026-05-07 20:29:38.268	2026-05-07 20:29:38.268	2026-05-07 20:29:38.268	21673991	NosepokeEvent	1	255	1	172	33	3	1
2026-05-07 20:29:38.331	2026-05-07 20:29:38.331	2026-05-07 20:29:38.331	21674061	NosepokeEvent	1	255	1	173	33	3	0
2026-05-07 20:29:38.533	2026-05-07 20:29:38.533	2026-05-07 20:29:38.533	21674260	NosepokeEvent	1	255	1	174	33	3	1
2026-05-07 20:29:38.611	2026-05-07 20:29:38.611	2026-05-07 20:29:38.611	21674345	NosepokeEvent	1	255	1	175	33	3	0
2026-05-07 20:29:39.797	2026-05-07 20:29:39.797	2026-05-07 20:29:39.797	21675537	NosepokeEvent	1	255	1	176	33	3	1
2026-05-07 20:29:39.969	2026-05-07 20:29:39.969	2026-05-07 20:29:39.969	21675708	NosepokeEvent	1	255	1	177	33	3	0
2026-05-07 20:29:40.406	2026-05-07 20:29:40.406	2026-05-07 20:29:40.406	21676119	FullCornerState	1	255	1	178	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	26448	22094	14734	10034	1	0	0	0
2026-05-07 20:29:42.044	2026-05-07 20:29:42.044	2026-05-07 20:29:42.044	21677779	NosepokeEvent	1	255	1	179	33	3	1
2026-05-07 20:29:42.090	2026-05-07 20:29:42.090	2026-05-07 20:29:42.090	21677822	NosepokeEvent	1	255	1	180	33	3	0
2026-05-07 20:29:42.387	2026-05-07 20:29:42.387	2026-05-07 20:29:42.387	21678120	NosepokeEvent	1	255	1	181	33	3	1
2026-05-07 20:29:42.527	2026-05-07 20:29:42.527	2026-05-07 20:29:42.527	21678262	NosepokeEvent	1	255	1	182	33	3	0
2026-05-07 20:29:42.948	2026-05-07 20:29:42.948	2026-05-07 20:29:42.948	21678669	FullCornerState	1	255	1	183	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	31814	13652	22454	23032	1	0	0	0
2026-05-07 20:29:45.210	2026-05-07 20:29:45.210	2026-05-07 20:29:45.210	21680944	NosepokeEvent	1	255	1	184	33	3	1
2026-05-07 20:29:45.429	2026-05-07 20:29:45.429	2026-05-07 20:29:45.429	21681150	LiquoValStart	1	255	1	185	33	3	1	52242	53058
2026-05-07 20:29:45.491	2026-05-07 20:29:45.491	2026-05-07 20:29:45.491	21681218	FullCornerState	1	255	1	186	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	15762	61932	35239	3520	1	0	0	0
2026-05-07 20:29:47.706	2026-05-07 20:29:47.706	2026-05-07 20:29:47.706	21683430	LiquoValEnd	1	255	1	187	33	3	0	52260	54038
2026-05-07 20:29:47.738	2026-05-07 20:29:47.738	2026-05-07 20:29:47.738	21683470	NosepokeEvent	1	255	1	188	33	3	0
2026-05-07 20:29:47.862	2026-05-07 20:29:47.862	2026-05-07 20:29:47.862	21683597	AntennaEvent	1	255	1	189	33	3	NewTag	263000247208
2026-05-07 20:29:48.034	2026-05-07 20:29:48.034	2026-05-07 20:29:48.034	21683769	FullCornerState	1	255	1	190	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	52260	54038	5704	24590	1	0	0	0
2026-05-07 20:29:48.284	2026-05-07 20:29:48.284	2026-05-07 20:29:48.284	21684029	AntennaEvent	1	255	1	191	33	2	NewTag	263000247241
2026-05-07 20:29:48.876	2026-05-07 20:29:48.876	2026-05-07 20:29:48.876	21684611	AntennaEvent	1	255	1	192	33	3	NoAnimal	
2026-05-07 20:29:50.592	2026-05-07 20:29:50.592	2026-05-07 20:29:50.592	21686318	FullCornerState	1	255	1	193	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	26448	22094	14734	10034	1	0	0	0
2026-05-07 20:29:51.872	2026-05-07 20:29:51.872	2026-05-07 20:29:51.872	21687609	AntennaEvent	1	255	1	194	33	2	NoAnimal	
2026-05-07 20:29:52.542	2026-05-07 20:29:52.542	2026-05-07 20:29:52.542	21688274	AntennaEvent	1	255	1	195	33	3	NewTag	263000247208
2026-05-07 20:29:53.135	2026-05-07 20:29:53.135	2026-05-07 20:29:53.135	21688869	FullCornerState	1	255	1	196	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	31814	13652	22454	23032	1	0	0	0
2026-05-07 20:29:53.837	2026-05-07 20:29:53.837	2026-05-07 20:29:53.837	21689571	NosepokeEvent	1	255	1	197	33	3	1
2026-05-07 20:29:53.853	2026-05-07 20:29:53.853	2026-05-07 20:29:53.853	21689586	NosepokeEvent	1	255	1	198	33	3	0
2026-05-07 20:29:54.165	2026-05-07 20:29:54.165	2026-05-07 20:29:54.165	21689897	AntennaEvent	1	255	1	199	33	3	NoAnimal	
2026-05-07 20:29:55.257	2026-05-07 20:29:55.257	2026-05-07 20:29:55.257	21690990	AntennaEvent	1	255	1	200	33	4	NewTag	263000247209
2026-05-07 20:29:55.694	2026-05-07 20:29:55.694	2026-05-07 20:29:55.694	21691419	FullCornerState	1	255	1	201	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	15762	61932	35239	3520	1	0	0	0
2026-05-07 20:29:56.910	2026-05-07 20:29:56.902	2026-05-07 20:29:56.910	21692966	AntennaEvent	1	255	1	202	33	4	NoAnimal	
2026-05-07 20:29:56.910	2026-05-07 20:29:56.910	2026-05-07 20:29:56.910	21692974	PresenceEvent	1	255	1	203	33	2	0
2026-05-07 20:29:56.957	2026-05-07 20:29:56.957	2026-05-07 20:29:56.957	21693017	AntennaEvent	1	255	1	204	33	4	NoAnimal	
2026-05-07 20:29:58.236	2026-05-07 20:29:58.236	2026-05-07 20:29:58.236	21694300	FullCornerState	1	255	1	205	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	52260	54038	5704	24590	0	0	0	0
2026-05-07 20:29:58.658	2026-05-07 20:29:58.658	2026-05-07 20:29:58.658	21694710	AntennaEvent	1	255	1	206	33	1	NewTag	263000247298
2026-05-07 20:29:59.656	2026-05-07 20:29:59.656	2026-05-07 20:29:59.656	21695712	AntennaEvent	1	255	1	207	33	1	NoAnimal	
2026-05-07 20:30:00.046	2026-05-07 20:30:00.046	2026-05-07 20:30:00.046	21696114	AntennaEvent	1	255	1	208	33	1	NewTag	263000247298
2026-05-07 20:30:00.795	2026-05-07 20:30:00.795	2026-05-07 20:30:00.795	21696850	FullCornerState	1	255	1	209	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	26448	22094	14734	10034	1	0	0	0
2026-05-07 20:30:00.920	2026-05-07 20:30:00.920	2026-05-07 20:30:00.920	21696980	AntennaEvent	1	255	1	210	33	3	NewTag	263000247208
2026-05-07 20:30:01.497	2026-05-07 20:30:01.497	2026-05-07 20:30:01.497	21697568	AntennaEvent	1	255	1	211	33	1	NoAnimal	
2026-05-07 20:30:01.934	2026-05-07 20:30:01.934	2026-05-07 20:30:01.934	21697994	AntennaEvent	1	255	1	212	33	3	NoAnimal	
2026-05-07 20:30:02.792	2026-05-07 20:30:02.792	2026-05-07 20:30:02.792	21698859	AntennaEvent	1	255	1	213	33	4	NewTag	263000247209
2026-05-07 20:30:02.870	2026-05-07 20:30:02.870	2026-05-07 20:30:02.870	21698928	AntennaEvent	1	255	1	214	33	1	NewTag	263000247298
2026-05-07 20:30:03.338	2026-05-07 20:30:03.338	2026-05-07 20:30:03.338	21699400	FullCornerState	1	255	1	215	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247209	1	1	31814	13652	22454	23032	1	0	0	0
2026-05-07 20:30:04.788	2026-05-07 20:30:04.788	2026-05-07 20:30:04.788	21700856	AntennaEvent	1	255	1	216	33	4	NoAnimal	
2026-05-07 20:30:05.896	2026-05-07 20:30:05.896	2026-05-07 20:30:05.896	21701949	FullCornerState	1	255	1	217	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247298	1	1	15762	61932	35239	3520	1	0	0	0
2026-05-07 20:30:08.439	2026-05-07 20:30:08.439	2026-05-07 20:30:08.439	21704500	FullCornerState	1	255	1	218	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	52260	54038	5704	24590	0	0	0	0
2026-05-07 20:30:09.219	2026-05-07 20:30:09.219	2026-05-07 20:30:09.219	21705278	AntennaEvent	1	255	1	219	33	1	NoAnimal	
2026-05-07 20:30:10.997	2026-05-07 20:30:10.997	2026-05-07 20:30:10.997	21707050	FullCornerState	1	255	1	220	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	26448	22094	14734	10034	1	0	0	0
2026-05-07 20:30:11.777	2026-05-07 20:30:11.777	2026-05-07 20:30:11.777	21707860	PresenceEvent	1	255	1	221	33	3	0
2026-05-07 20:30:11.902	2026-05-07 20:30:11.902	2026-05-07 20:30:11.902	21707960	AntennaEvent	1	255	1	222	33	4	NewTag	263000247209
2026-05-07 20:30:13.072	2026-05-07 20:30:13.072	2026-05-07 20:30:13.072	21709141	PresenceEvent	1	255	1	223	33	3	1
2026-05-07 20:30:13.181	2026-05-07 20:30:13.181	2026-05-07 20:30:13.181	21709241	AntennaEvent	1	255	1	224	33	3	NewTag	263000247290
2026-05-07 20:30:13.540	2026-05-07 20:30:13.540	2026-05-07 20:30:13.540	21709600	FullCornerState	1	255	1	225	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247209	1	1	31814	13652	22454	23032	1	0	0	0
2026-05-07 20:30:13.634	2026-05-07 20:30:13.634	2026-05-07 20:30:13.634	21709700	AntennaEvent	1	255	1	226	33	4	NoAnimal	
2026-05-07 20:30:14.570	2026-05-07 20:30:14.570	2026-05-07 20:30:14.570	21710640	AntennaEvent	1	255	1	227	33	3	NoAnimal	
2026-05-07 20:30:15.240	2026-05-07 20:30:15.240	2026-05-07 20:30:15.240	21711301	NosepokeEvent	1	255	1	228	33	6	1
2026-05-07 20:30:15.552	2026-05-07 20:30:15.552	2026-05-07 20:30:15.552	21711616	LiquoValStart	1	255	1	229	33	6	1	14735	10034
2026-05-07 20:30:15.584	2026-05-07 20:30:15.584	2026-05-07 20:30:15.584	21711658	AntennaEvent	1	255	1	230	33	3	NewTag	263000247290
2026-05-07 20:30:15.755	2026-05-07 20:30:15.755	2026-05-07 20:30:15.755	21711829	LiquoValEnd	1	255	1	231	33	6	0	14735	10048
2026-05-07 20:30:16.098	2026-05-07 20:30:16.098	2026-05-07 20:30:16.098	21712149	FullCornerState	1	255	1	232	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	15762	61932	35239	3520	1	0	0	0
2026-05-07 20:30:16.208	2026-05-07 20:30:16.208	2026-05-07 20:30:16.208	21712270	LiquoValStart	1	255	1	233	33	6	1	14736	10048
2026-05-07 20:30:16.410	2026-05-07 20:30:16.410	2026-05-07 20:30:16.410	21712479	LiquoValEnd	1	255	1	234	33	6	0	14736	10062
2026-05-07 20:30:16.644	2026-05-07 20:30:16.644	2026-05-07 20:30:16.644	21712712	LiquoValStart	1	255	1	235	33	6	1	14737	10062
2026-05-07 20:30:17.003	2026-05-07 20:30:17.003	2026-05-07 20:30:17.003	21713058	LiquoValEnd	1	255	1	236	33	6	0	14738	10090
2026-05-07 20:30:17.362	2026-05-07 20:30:17.362	2026-05-07 20:30:17.362	21713431	NosepokeEvent	1	255	1	237	33	6	0
2026-05-07 20:30:18.220	2026-05-07 20:30:18.220	2026-05-07 20:30:18.220	21714288	AntennaEvent	1	255	1	238	33	2	NewTag	263000247275
2026-05-07 20:30:18.298	2026-05-07 20:30:18.298	2026-05-07 20:30:18.298	21714357	PresenceEvent	1	255	1	239	33	2	1
2026-05-07 20:30:18.485	2026-05-07 20:30:18.485	2026-05-07 20:30:18.485	21714557	NosepokeEvent	1	255	1	240	33	5	1
2026-05-07 20:30:18.532	2026-05-07 20:30:18.532	2026-05-07 20:30:18.532	21714604	AntennaEvent	1	255	1	241	33	3	NoAnimal	
2026-05-07 20:30:18.641	2026-05-07 20:30:18.641	2026-05-07 20:30:18.641	21714700	FullCornerState	1	255	1	242	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247275	1	1	52260	54038	5704	24590	1	0	0	0
2026-05-07 20:30:18.860	2026-05-07 20:30:18.860	2026-05-07 20:30:18.860	21714929	LiquoValStart	1	255	1	243	33	5	1	26449	22094
2026-05-07 20:30:19.234	2026-05-07 20:30:19.234	2026-05-07 20:30:19.234	21715297	AntennaEvent	1	255	1	244	33	2	NoAnimal	
2026-05-07 20:30:19.328	2026-05-07 20:30:19.328	2026-05-07 20:30:19.328	21715397	AntennaEvent	1	255	1	245	33	3	NewTag	263000247290
2026-05-07 20:30:20.388	2026-05-07 20:30:20.388	2026-05-07 20:30:20.388	21716451	AntennaEvent	1	255	1	246	33	4	NewTag	263000247209
2026-05-07 20:30:20.435	2026-05-07 20:30:20.435	2026-05-07 20:30:20.435	21716503	AntennaEvent	1	255	1	247	33	4	NewTag	263000247209
2026-05-07 20:30:21.200	2026-05-07 20:30:21.200	2026-05-07 20:30:21.200	21717249	FullCornerState	1	255	1	248	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247290	1	1	26471	23226	14738	10090	1	1	0	0
2026-05-07 20:30:21.902	2026-05-07 20:30:21.902	2026-05-07 20:30:21.902	21717975	AntennaEvent	1	255	1	249	33	4	NoAnimal	
2026-05-07 20:30:21.948	2026-05-07 20:30:21.948	2026-05-07 20:30:21.948	21718026	AntennaEvent	1	255	1	250	33	4	NoAnimal	
2026-05-07 20:30:23.742	2026-05-07 20:30:23.742	2026-05-07 20:30:23.742	21719800	FullCornerState	1	255	1	251	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	31814	13652	22454	23032	1	0	0	0
2026-05-07 20:30:25.365	2026-05-07 20:30:25.365	2026-05-07 20:30:25.365	21721431	NosepokeEvent	1	255	1	252	33	4	1
2026-05-07 20:30:25.427	2026-05-07 20:30:25.427	2026-05-07 20:30:25.427	21721502	NosepokeEvent	1	255	1	253	33	4	0
2026-05-07 20:30:26.301	2026-05-07 20:30:26.301	2026-05-07 20:30:26.301	21722350	FullCornerState	1	255	1	254	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	15762	61932	35239	3520	1	0	0	0
2026-05-07 20:30:28.048	2026-05-07 20:30:28.048	2026-05-07 20:30:28.048	21724128	State	1	255	1	255	0	0	1	0	26.6	254	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
2026-05-07 20:30:28.110	2026-05-07 20:30:28.110	2026-05-07 20:30:28.110	21724184	AntennaEvent	1	255	1	128	33	2	NewTag	263000247275
2026-05-07 20:30:28.360	2026-05-07 20:30:28.360	2026-05-07 20:30:28.360	21724427	NosepokeEvent	1	255	1	129	33	3	1
2026-05-07 20:30:28.781	2026-05-07 20:30:28.781	2026-05-07 20:30:28.781	21724860	NosepokeEvent	1	255	1	130	33	5	0
2026-05-07 20:30:28.828	2026-05-07 20:30:28.828	2026-05-07 20:30:28.828	21724900	FullCornerState	1	255	1	131	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247275	1	1	52260	54038	5704	24590	1	1	0	0
2026-05-07 20:30:28.844	2026-05-07 20:30:28.844	2026-05-07 20:30:28.844	21724912	LiquoValEnd	1	255	1	132	33	5	0	26533	26798
2026-05-07 20:30:29.436	2026-05-07 20:30:29.436	2026-05-07 20:30:29.436	21725508	LiquoValStart	1	255	1	133	33	3	1	52261	54038
2026-05-07 20:30:29.639	2026-05-07 20:30:29.639	2026-05-07 20:30:29.639	21725706	AntennaEvent	1	255	1	134	33	2	NoAnimal	
2026-05-07 20:30:29.655	2026-05-07 20:30:29.655	2026-05-07 20:30:29.655	21725724	AntennaEvent	1	255	1	135	33	3	NoAnimal	
2026-05-07 20:30:29.764	2026-05-07 20:30:29.764	2026-05-07 20:30:29.764	21725840	LiquoValEnd	1	255	1	136	33	3	0	52263	54080
2026-05-07 20:30:29.780	2026-05-07 20:30:29.780	2026-05-07 20:30:29.780	21725848	LiquoValStart	1	255	1	137	33	3	1	52264	54080
2026-05-07 20:30:30.060	2026-05-07 20:30:30.060	2026-05-07 20:30:30.060	21726129	LiquoValEnd	1	255	1	138	33	3	0	52265	54108
2026-05-07 20:30:30.076	2026-05-07 20:30:30.076	2026-05-07 20:30:30.076	21726146	LiquoValStart	1	255	1	139	33	3	1	52266	54108
2026-05-07 20:30:30.248	2026-05-07 20:30:30.248	2026-05-07 20:30:30.248	21726334	PresenceEvent	1	255	1	140	33	1	0
2026-05-07 20:30:30.357	2026-05-07 20:30:30.357	2026-05-07 20:30:30.357	21726421	LiquoValEnd	1	255	1	141	33	3	0	52267	54136
2026-05-07 20:30:30.778	2026-05-07 20:30:30.778	2026-05-07 20:30:30.778	21726856	LiquoValStart	1	255	1	142	33	3	1	52268	54136
2026-05-07 20:30:31.308	2026-05-07 20:30:31.308	2026-05-07 20:30:31.308	21727380	NosepokeEvent	1	255	1	143	33	5	1
2026-05-07 20:30:31.386	2026-05-07 20:30:31.386	2026-05-07 20:30:31.386	21727450	FullCornerState	1	255	1	144	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	26533	26798	14738	10090	1	1	0	0
2026-05-07 20:30:31.605	2026-05-07 20:30:31.605	2026-05-07 20:30:31.605	21727680	NosepokeEvent	1	255	1	145	33	5	0
2026-05-07 20:30:32.042	2026-05-07 20:30:32.042	2026-05-07 20:30:32.042	21728120	AntennaEvent	1	255	1	146	33	3	NewTag	263000247290
2026-05-07 20:30:32.993	2026-05-07 20:30:32.993	2026-05-07 20:30:32.993	21729070	AntennaEvent	1	255	1	147	33	2	NewTag	263000247275
2026-05-07 20:30:33.056	2026-05-07 20:30:33.056	2026-05-07 20:30:33.056	21729138	NosepokeEvent	1	255	1	148	33	3	0
2026-05-07 20:30:33.071	2026-05-07 20:30:33.071	2026-05-07 20:30:33.071	21729141	LiquoValEnd	1	255	1	149	33	3	0	52285	54416
2026-05-07 20:30:33.929	2026-05-07 20:30:33.929	2026-05-07 20:30:33.929	21730000	FullCornerState	1	255	1	150	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	31814	13652	22454	23032	1	0	0	0
2026-05-07 20:30:34.116	2026-05-07 20:30:34.116	2026-05-07 20:30:34.116	21730188	NosepokeEvent	1	255	1	151	33	3	1
2026-05-07 20:30:34.226	2026-05-07 20:30:34.226	2026-05-07 20:30:34.226	21730308	AntennaEvent	1	255	1	152	33	2	NoAnimal	
2026-05-07 20:30:34.241	2026-05-07 20:30:34.241	2026-05-07 20:30:34.241	21730319	NosepokeEvent	1	255	1	153	33	3	0
2026-05-07 20:30:34.382	2026-05-07 20:30:34.382	2026-05-07 20:30:34.382	21730440	AntennaEvent	1	255	1	154	33	2	NewTag	263000247275
2026-05-07 20:30:36.144	2026-05-07 20:30:36.144	2026-05-07 20:30:36.144	21732224	AntennaEvent	1	255	1	155	33	2	NoAnimal	
2026-05-07 20:30:36.488	2026-05-07 20:30:36.488	2026-05-07 20:30:36.488	21732550	FullCornerState	1	255	1	156	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	15762	61932	35239	3520	0	0	0	0
2026-05-07 20:30:38.250	2026-05-07 20:30:38.250	2026-05-07 20:30:38.250	21734324	AntennaEvent	1	255	1	157	33	3	NoAnimal	
2026-05-07 20:30:39.030	2026-05-07 20:30:39.030	2026-05-07 20:30:39.030	21735099	FullCornerState	1	255	1	158	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	52285	54416	5704	24590	1	0	0	0
2026-05-07 20:30:41.589	2026-05-07 20:30:41.589	2026-05-07 20:30:41.589	21737650	FullCornerState	1	255	1	159	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	26533	26798	14738	10090	1	0	0	0
2026-05-07 20:30:42.806	2026-05-07 20:30:42.806	2026-05-07 20:30:42.806	21738880	AntennaEvent	1	255	1	160	33	2	NewTag	263000247275
2026-05-07 20:30:42.993	2026-05-07 20:30:42.993	2026-05-07 20:30:42.993	21739063	NosepokeEvent	1	255	1	161	33	8	1
2026-05-07 20:30:43.040	2026-05-07 20:30:43.040	2026-05-07 20:30:43.040	21739120	NosepokeEvent	1	255	1	162	33	8	0
2026-05-07 20:30:43.071	2026-05-07 20:30:43.071	2026-05-07 20:30:43.071	21739148	NosepokeEvent	1	255	1	163	33	8	1
2026-05-07 20:30:43.227	2026-05-07 20:30:43.227	2026-05-07 20:30:43.227	21739304	NosepokeEvent	1	255	1	164	33	8	0
2026-05-07 20:30:43.851	2026-05-07 20:30:43.851	2026-05-07 20:30:43.851	21739930	NosepokeEvent	1	255	1	165	33	8	1
2026-05-07 20:30:43.913	2026-05-07 20:30:43.913	2026-05-07 20:30:43.913	21739987	NosepokeEvent	1	255	1	166	33	8	0
2026-05-07 20:30:44.132	2026-05-07 20:30:44.132	2026-05-07 20:30:44.132	21740200	FullCornerState	1	255	1	167	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	31814	13652	22454	23032	1	0	0	0
2026-05-07 20:30:44.475	2026-05-07 20:30:44.475	2026-05-07 20:30:44.475	21740555	NosepokeEvent	1	255	1	168	33	8	1
2026-05-07 20:30:44.522	2026-05-07 20:30:44.522	2026-05-07 20:30:44.522	21740598	NosepokeEvent	1	255	1	169	33	8	0
2026-05-07 20:30:44.553	2026-05-07 20:30:44.553	2026-05-07 20:30:44.553	21740640	NosepokeEvent	1	255	1	170	33	8	1
2026-05-07 20:30:44.958	2026-05-07 20:30:44.958	2026-05-07 20:30:44.958	21741038	NosepokeEvent	1	255	1	171	33	8	0
2026-05-07 20:30:45.426	2026-05-07 20:30:45.426	2026-05-07 20:30:45.426	21741508	AntennaEvent	1	255	1	172	33	2	NoAnimal	
2026-05-07 20:30:45.520	2026-05-07 20:30:45.520	2026-05-07 20:30:45.520	21741607	NosepokeEvent	1	255	1	173	33	8	1
2026-05-07 20:30:45.582	2026-05-07 20:30:45.582	2026-05-07 20:30:45.582	21741664	NosepokeEvent	1	255	1	174	33	8	0
2026-05-07 20:30:45.894	2026-05-07 20:30:45.894	2026-05-07 20:30:45.894	21741971	PresenceEvent	1	255	1	175	33	2	0
2026-05-07 20:30:45.972	2026-05-07 20:30:45.972	2026-05-07 20:30:45.972	21742048	NosepokeEvent	1	255	1	176	33	8	1
2026-05-07 20:30:45.988	2026-05-07 20:30:45.988	2026-05-07 20:30:45.988	21742062	NosepokeEvent	1	255	1	177	33	8	0
