Description:
Start date: 2026-04-24 00:00:00
End date: 2026-04-27 00:00:00
Sampling interval: 30T
Animal: Animal 4
Tag: 263000247209
Sex: Male
Cage: 1

Data:
date, duration, values, day
2026-04-24 00:00:00,0.0,0,2026-04-24
2026-04-24 00:30:00,0.0,0,2026-04-24
2026-04-24 01:00:00,0.0,0,2026-04-24
2026-04-24 01:30:00,0.0,0,2026-04-24
2026-04-24 02:00:00,0.0,0,2026-04-24
2026-04-24 02:30:00,0.0,0,2026-04-24
2026-04-24 03:00:00,0.0,0,2026-04-24
2026-04-24 03:30:00,0.0,0,2026-04-24
2026-04-24 04:00:00,0.0,0,2026-04-24
2026-04-24 04:30:00,0.0,0,2026-04-24
2026-04-24 05:00:00,0.0,0,2026-04-24
2026-04-24 05:30:00,0.0,0,2026-04-24
2026-04-24 06:00:00,0.0,0,2026-04-24
2026-04-24 06:30:00,0.0,0,2026-04-24
2026-04-24 07:00:00,0.0,0,2026-04-24
2026-04-24 07:30:00,0.0,0,2026-04-24
2026-04-24 08:00:00,0.0,0,2026-04-24
2026-04-24 08:30:00,0.0,0,2026-04-24
2026-04-24 09:00:00,0.0,0,2026-04-24
2026-04-24 09:30:00,0.0,0,2026-04-24
2026-04-24 10:00:00,0.0,0,2026-04-24
2026-04-24 10:30:00,0.0,0,2026-04-24
2026-04-24 11:00:00,0.0,0,2026-04-24
2026-04-24 11:30:00,0.0,0,2026-04-24
2026-04-24 12:00:00,0.0,0,2026-04-24
2026-04-24 12:30:00,0.0,0,2026-04-24
2026-04-24 13:00:00,0.0,0,2026-04-24
2026-04-24 13:30:00,0.0,0,2026-04-24
2026-04-24 14:00:00,0.0,0,2026-04-24
2026-04-24 14:30:00,0.0,0,2026-04-24
2026-04-24 15:00:00,0.0,0,2026-04-24
2026-04-24 15:30:00,0.0,0,2026-04-24
2026-04-24 16:00:00,0.0,0,2026-04-24
2026-04-24 16:30:00,0.0,0,2026-04-24
2026-04-24 17:00:00,0.0,0,2026-04-24
2026-04-24 17:30:00,0.0,0,2026-04-24
2026-04-24 18:00:00,0.0,0,2026-04-24
2026-04-24 18:30:00,0.0,0,2026-04-24
2026-04-24 19:00:00,0.0,0,2026-04-24
2026-04-24 19:30:00,101.753,3,2026-04-24
2026-04-24 20:00:00,558.566,6,2026-04-24
2026-04-24 20:30:00,781.474,2,2026-04-24
2026-04-24 21:00:00,262.635,7,2026-04-24
2026-04-24 21:30:00,111.712,10,2026-04-24
2026-04-24 22:00:00,702.751,9,2026-04-24
2026-04-24 22:30:00,163.818,6,2026-04-24
2026-04-24 23:00:00,401.302,6,2026-04-24
2026-04-24 23:30:00,442.019,8,2026-04-24
2026-04-25 00:00:00,1240.738,3,2026-04-25
2026-04-25 00:30:00,1158.184,2,2026-04-25
2026-04-25 01:00:00,1097.45,2,2026-04-25
2026-04-25 01:30:00,854.203,3,2026-04-25
2026-04-25 02:00:00,59.426,1,2026-04-25
2026-04-25 02:30:00,716.853,1,2026-04-25
2026-04-25 03:00:00,0.0,0,2026-04-25
2026-04-25 03:30:00,0.0,0,2026-04-25
2026-04-25 04:00:00,0.0,0,2026-04-25
2026-04-25 04:30:00,0.0,0,2026-04-25
2026-04-25 05:00:00,1724.481,1,2026-04-25
2026-04-25 05:30:00,1352.17,1,2026-04-25
2026-04-25 06:00:00,85.084,1,2026-04-25
2026-04-25 06:30:00,1721.692,1,2026-04-25
2026-04-25 07:00:00,462.873,3,2026-04-25
2026-04-25 07:30:00,267.416,1,2026-04-25
2026-04-25 08:00:00,860.669,6,2026-04-25
2026-04-25 08:30:00,320.119,9,2026-04-25
2026-04-25 09:00:00,551.034,2,2026-04-25
2026-04-25 09:30:00,527.531,8,2026-04-25
2026-04-25 10:00:00,14.134,3,2026-04-25
2026-04-25 10:30:00,0.0,0,2026-04-25
2026-04-25 11:00:00,0.0,0,2026-04-25
2026-04-25 11:30:00,0.0,0,2026-04-25
2026-04-25 12:00:00,90.047,1,2026-04-25
2026-04-25 12:30:00,961.707,1,2026-04-25
2026-04-25 13:00:00,0.0,0,2026-04-25
2026-04-25 13:30:00,0.0,0,2026-04-25
2026-04-25 14:00:00,0.0,0,2026-04-25
2026-04-25 14:30:00,0.0,0,2026-04-25
2026-04-25 15:00:00,0.0,0,2026-04-25
2026-04-25 15:30:00,0.0,0,2026-04-25
2026-04-25 16:00:00,0.0,0,2026-04-25
2026-04-25 16:30:00,0.0,0,2026-04-25
2026-04-25 17:00:00,0.0,0,2026-04-25
2026-04-25 17:30:00,0.0,0,2026-04-25
2026-04-25 18:00:00,0.0,0,2026-04-25
2026-04-25 18:30:00,0.0,0,2026-04-25
2026-04-25 19:00:00,381.904,1,2026-04-25
2026-04-25 19:30:00,1559.62,1,2026-04-25
2026-04-25 20:00:00,845.97,4,2026-04-25
2026-04-25 20:30:00,29.767,1,2026-04-25
2026-04-25 21:00:00,649.779,8,2026-04-25
2026-04-25 21:30:00,95.395,6,2026-04-25
2026-04-25 22:00:00,72.947,6,2026-04-25
2026-04-25 22:30:00,309.441,15,2026-04-25
2026-04-25 23:00:00,181.49,8,2026-04-25
2026-04-25 23:30:00,284.716,5,2026-04-25
2026-04-26 00:00:00,345.431,10,2026-04-26
2026-04-26 00:30:00,762.825,7,2026-04-26
2026-04-26 01:00:00,342.64,6,2026-04-26
2026-04-26 01:30:00,611.279,4,2026-04-26
2026-04-26 02:00:00,994.152,3,2026-04-26
2026-04-26 02:30:00,19.078,1,2026-04-26
2026-04-26 03:00:00,1247.45,2,2026-04-26
2026-04-26 03:30:00,106.835,0,2026-04-26
2026-04-26 04:00:00,0.0,0,2026-04-26
2026-04-26 04:30:00,1298.203,2,2026-04-26
2026-04-26 05:00:00,0.0,0,2026-04-26
2026-04-26 05:30:00,0.0,0,2026-04-26
2026-04-26 06:00:00,456.035,2,2026-04-26
2026-04-26 06:30:00,546.437,3,2026-04-26
2026-04-26 07:00:00,62.274,5,2026-04-26
2026-04-26 07:30:00,210.914,5,2026-04-26
2026-04-26 08:00:00,339.02,7,2026-04-26
2026-04-26 08:30:00,908.597,12,2026-04-26
2026-04-26 09:00:00,1621.215,0,2026-04-26
2026-04-26 09:30:00,467.719,2,2026-04-26
2026-04-26 10:00:00,585.423,2,2026-04-26
2026-04-26 10:30:00,0.0,0,2026-04-26
2026-04-26 11:00:00,0.0,0,2026-04-26
2026-04-26 11:30:00,0.0,0,2026-04-26
2026-04-26 12:00:00,0.0,0,2026-04-26
2026-04-26 12:30:00,0.0,0,2026-04-26
2026-04-26 13:00:00,0.0,0,2026-04-26
2026-04-26 13:30:00,0.0,0,2026-04-26
2026-04-26 14:00:00,923.876,1,2026-04-26
2026-04-26 14:30:00,790.788,2,2026-04-26
2026-04-26 15:00:00,449.014,0,2026-04-26
2026-04-26 15:30:00,517.515,1,2026-04-26
2026-04-26 16:00:00,0.0,0,2026-04-26
2026-04-26 16:30:00,0.0,0,2026-04-26
2026-04-26 17:00:00,1405.784,1,2026-04-26
2026-04-26 17:30:00,1638.858,0,2026-04-26
2026-04-26 18:00:00,0.0,0,2026-04-26
2026-04-26 18:30:00,0.0,0,2026-04-26
2026-04-26 19:00:00,0.0,0,2026-04-26
2026-04-26 19:30:00,0.0,0,2026-04-26
2026-04-26 20:00:00,512.445,1,2026-04-26
2026-04-26 20:30:00,530.681,2,2026-04-26
2026-04-26 21:00:00,103.131,4,2026-04-26
2026-04-26 21:30:00,208.683,10,2026-04-26
2026-04-26 22:00:00,143.347,8,2026-04-26
2026-04-26 22:30:00,180.036,9,2026-04-26
2026-04-26 23:00:00,134.837,3,2026-04-26
2026-04-26 23:30:00,303.203,3,2026-04-26
2026-04-27 00:00:00,343.499,12,2026-04-27
2026-04-27 00:30:00,56.846,3,2026-04-27
2026-04-27 01:00:00,379.016,12,2026-04-27
2026-04-27 01:30:00,781.804,6,2026-04-27
2026-04-27 02:00:00,1430.925,0,2026-04-27
2026-04-27 02:30:00,837.129,2,2026-04-27
2026-04-27 03:00:00,17.986,1,2026-04-27
2026-04-27 03:30:00,829.547,2,2026-04-27
2026-04-27 04:00:00,0.0,0,2026-04-27
2026-04-27 04:30:00,22.23,1,2026-04-27
2026-04-27 05:00:00,1197.411,3,2026-04-27
2026-04-27 05:30:00,303.0,3,2026-04-27
2026-04-27 06:00:00,7.7219999999999995,1,2026-04-27
2026-04-27 06:30:00,614.942,3,2026-04-27
2026-04-27 07:00:00,311.122,4,2026-04-27
2026-04-27 07:30:00,97.812,8,2026-04-27
2026-04-27 08:00:00,468.202,16,2026-04-27
2026-04-27 08:30:00,252.705,6,2026-04-27
2026-04-27 09:00:00,381.671,4,2026-04-27
2026-04-27 09:30:00,25.522,2,2026-04-27
2026-04-27 10:00:00,0.0,0,2026-04-27
2026-04-27 10:30:00,0.0,0,2026-04-27
2026-04-27 11:00:00,0.0,0,2026-04-27
2026-04-27 11:30:00,10.623,1,2026-04-27
2026-04-27 12:00:00,358.487,1,2026-04-27
2026-04-27 12:30:00,139.981,1,2026-04-27
2026-04-27 13:00:00,0.0,0,2026-04-27
2026-04-27 13:30:00,0.0,0,2026-04-27
2026-04-27 14:00:00,12.511,1,2026-04-27
2026-04-27 14:30:00,0.0,0,2026-04-27
2026-04-27 15:00:00,0.0,0,2026-04-27
2026-04-27 15:30:00,0.0,0,2026-04-27
2026-04-27 16:00:00,0.0,0,2026-04-27
2026-04-27 16:30:00,0.0,0,2026-04-27
2026-04-27 17:00:00,0.0,0,2026-04-27
2026-04-27 17:30:00,0.0,0,2026-04-27
2026-04-27 18:00:00,0.0,0,2026-04-27
2026-04-27 18:30:00,0.0,0,2026-04-27
2026-04-27 19:00:00,0.0,0,2026-04-27
2026-04-27 19:30:00,0.0,0,2026-04-27
2026-04-27 20:00:00,0.0,0,2026-04-27
2026-04-27 20:30:00,0.0,0,2026-04-27
2026-04-27 21:00:00,0.0,0,2026-04-27
2026-04-27 21:30:00,0.0,0,2026-04-27
2026-04-27 22:00:00,0.0,0,2026-04-27
2026-04-27 22:30:00,0.0,0,2026-04-27
2026-04-27 23:00:00,0.0,0,2026-04-27
2026-04-27 23:30:00,0.0,0,2026-04-27
