test,period,psd
1,48.0,2682.7947275618367
1,32.0,13888.411934077225
1,24.0,77821.85204931653
1,19.200000000000003,47152.92130407381
1,16.0,7030.70813128299
1,13.714285714285715,7332.74442694854
1,12.0,1481.3466377599316
1,10.666666666666666,119.40010633952002
1,9.600000000000001,2321.6496488195116
1,8.727272727272728,2410.939701953498
1,8.0,8352.583598978004
1,7.384615384615385,22213.240994114665
1,6.857142857142858,9679.665134476518
1,6.4,6977.425930388042
1,6.0,1438.909634130351
1,5.647058823529412,1339.385740035546
1,5.333333333333333,6362.187164035604
1,5.052631578947369,3052.3361050892613
1,4.800000000000001,80.14415279145716
1,4.571428571428571,199.60697152214138
1,4.363636363636364,279.73702977278316
1,4.173913043478261,230.14975645381946
1,4.0,720.636028595454
1,3.8400000000000007,288.9016165648164
1,3.6923076923076925,1594.6399407166446
1,3.5555555555555554,388.8319173897258
1,3.428571428571429,1627.2991164948155
1,3.3103448275862073,2842.3567090578513
1,3.2,534.3303415801286
1,3.0967741935483875,880.7825753654861
1,3.0,685.5651482591669
1,2.909090909090909,2358.4476623308833
1,2.823529411764706,585.0503052644509
1,2.742857142857143,219.46893985171278
1,2.6666666666666665,1148.7991842456959
1,2.5945945945945947,1572.0914474802792
1,2.5263157894736845,1171.4665028799543
1,2.4615384615384617,1461.5630485123754
1,2.4000000000000004,3346.646263375021
1,2.3414634146341466,2444.4319556005385
1,2.2857142857142856,4028.573525782423
1,2.2325581395348837,59.191315976383756
1,2.181818181818182,7975.131156010307
1,2.1333333333333333,11634.508042709536
1,2.0869565217391304,2867.8623767969552
1,2.042553191489362,8066.897554881456
1,2.0,9340.609436845345
1,1.959183673469388,6899.424119266264
1,1.9200000000000004,8431.527377839257
1,1.8823529411764706,6967.967310116464
1,1.8461538461538463,4987.413761626931
1,1.8113207547169814,922.3881818761176
1,1.7777777777777777,166.48224034313063
1,1.7454545454545456,488.6202414405365
1,1.7142857142857144,1096.1779450131248
1,1.6842105263157894,813.6269534682782
1,1.6551724137931036,452.50350270710067
1,1.6271186440677967,930.7195580814576
1,1.6,963.2490611407027
