test,period,psd
1,48.0,30.0702211970689
1,38.400000000000006,53.902098006813674
1,32.0,161.92049555976726
1,27.42857142857143,55930.959054302584
1,24.0,258782.58784175137
1,21.333333333333332,74297.55115055635
1,19.200000000000003,161.92049555976658
1,17.454545454545457,53.902098006813645
1,16.0,30.070221197068957
1,14.76923076923077,22.767269592371637
1,13.714285714285715,17.318526435290455
1,12.8,15.703093163984452
1,12.0,14.915576156233985
1,11.294117647058824,15.703093163984374
1,10.666666666666666,17.318526435290416
1,10.105263157894738,22.767269592371694
1,9.600000000000001,30.07022119706911
1,9.142857142857142,53.90209800681368
1,8.727272727272728,161.9204955597674
1,8.347826086956522,4448.417584722016
1,8.0,28223.16134250903
1,7.6800000000000015,10500.379370515753
1,7.384615384615385,161.92049555976664
1,7.111111111111111,53.902098006813546
1,6.857142857142858,30.07022119706895
1,6.620689655172415,22.767269592371623
1,6.4,17.3185264352904
1,6.193548387096775,15.703093163984331
1,6.0,14.915576156233982
1,5.818181818181818,15.703093163984297
1,5.647058823529412,17.318526435290398
1,5.485714285714286,22.767269592371655
1,5.333333333333333,30.070221197068964
1,5.1891891891891895,53.90209800681358
1,5.052631578947369,161.92049555976703
1,4.923076923076923,1091.3028820383706
1,4.800000000000001,9783.399038864289
1,4.682926829268293,4637.612921377033
1,4.571428571428571,161.92049555976672
1,4.465116279069767,53.90209800681369
1,4.363636363636364,30.07022119706902
1,4.266666666666667,22.767269592371697
1,4.173913043478261,17.318526435290423
1,4.085106382978724,15.70309316398431
1,4.0,14.915576156233941
1,3.918367346938776,15.703093163984338
1,3.8400000000000007,17.318526435290345
1,3.764705882352941,22.767269592371715
1,3.6923076923076925,30.070221197068996
1,3.622641509433963,53.90209800681363
1,3.5555555555555554,161.92049555976695
1,3.490909090909091,375.47473338130663
1,3.428571428571429,4709.636948753116
1,3.3684210526315788,2816.5600249785116
1,3.3103448275862073,161.92049555976703
1,3.2542372881355934,53.90209800681373
1,3.2,30.070221197069053
1,3.1475409836065578,22.76726959237174
1,3.0967741935483875,17.318526435290348
1,3.0476190476190474,15.703093163984374
1,3.0,14.915576156233916
1,2.953846153846154,15.703093163984326
1,2.909090909090909,17.318526435290348
1,2.865671641791045,22.767269592371598
1,2.823529411764706,30.070221197069095
1,2.782608695652174,53.90209800681377
